FullCategoryName,UPC,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
"Sports, Fitness & Outdoors -> Hunting",8.50596E+11,New,B2BMarketplace,0.142857143,0.142857143,0.533333333,1,4,$240 ,50%,50%,,,
"Sports, Fitness & Outdoors -> Hunting",8.50596E+11,New,B2BMarketplace,0.064516129,0.064516129,0.074074074,0.5,2,$170 ,57%,57%,,,
Industrial Supplies -> Retail Equipment & Supplies,8.52294E+11,New,B2BMarketplace,0.488549618,0.490421456,0.96552537,1.185185185,128,"$2,304 ",35%,35%,1.254901961,128,"$2,304 "
Industrial Supplies -> Retail Equipment & Supplies,8.52294E+11,New Damaged Box,B2BMarketplace,0.004385965,0.004405286,0.012987013,0.006666667,1,$13 ,26%,26%,0.006993007,1,$13 
Health & Beauty -> Oral Care,8.52412E+11,New,B2BMarketplace,0.3,0.3,4,0.324324324,12,$60 ,25%,25%,0.4,12,$60 
Electronics -> Video Games -> Games -> Nintendo,8.52961E+11,New,B2BMarketplace,0.016666667,0.016666667,0.111111111,0.019607843,1,$15 ,38%,38%,0.02,1,$15 
Electronics -> Cellular Phones -> Accessories -> Other,8.54328E+11,New,B2BMarketplace,0.127388535,0.127388535,0.270635995,0.350877193,20,"$3,900 ",26%,26%,0.408163265,20,"$3,900 "
Health & Beauty -> Bath & Body,8.55394E+11,New,B2BMarketplace,0.023255814,,0.125,0.028571429,2,$110 ,23%,23%,0.03125,2,$110 
Electronics -> Video Games -> Games -> Sony,8.56131E+11,New,B2BMarketplace,0.034482759,0.034482759,1,0.035714286,1,$4 ,20%,10%,0.045454545,1,$4 
Electronics -> Video Games -> Games -> Sony,8.56131E+11,New,B2BMarketplace,0.027027027,0.027027027,0.5,0.028571429,1,$3 ,8%,10%,0.032258065,1,$3 
Electronics -> Video Games -> Games -> Microsoft,8.56131E+11,New,B2BMarketplace,0.027027027,0.027027027,0.035714286,0.111111111,1,$5 ,17%,15%,0.142857143,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.022222222,0.022222222,0.043478261,0.045454545,1,$9 ,30%,23%,0.0625,1,$9 
Electronics -> Video Games -> Games -> Microsoft,8.56131E+11,New,B2BMarketplace,0.050691244,0.087301587,0.126967471,0.095652174,11,$55 ,10%,17%,0.100917431,11,$55 
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.428571429,0.428571429,1,0.75,3,$33 ,26%,19%,,,
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.222222222,0.222222222,0.333333333,1,2,$11 ,16%,28%,,,
Electronics -> Video Games -> Games -> Microsoft,8.56131E+11,New,B2BMarketplace,0.513888889,0.513888889,3.228773585,0.552238806,37,$163 ,9%,9%,0.515151515,34,$148 
Electronics -> Video Games -> Games -> Microsoft,8.56131E+11,New,B2BMarketplace,0.034482759,0.034482759,0.083333333,0.058823529,1,$5 ,17%,25%,0.058823529,1,$5 
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.118110236,0.238095238,0.503355705,0.25862069,30,$152 ,10%,25%,0.247706422,27,$137 
Electronics -> Video Games -> Games -> Sony,8.56131E+11,New,B2BMarketplace,0.073732719,0.126984127,0.175102599,0.150943396,16,$96 ,12%,30%,0.156862745,16,$96 
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.069124424,0.119047619,0.180433039,0.142857143,15,$135 ,23%,45%,0.159574468,15,$135 
Electronics -> Video Games -> Games -> Sony,8.56131E+11,New,B2BMarketplace,0.045685279,0.071428571,0.113286713,0.088235294,9,$72 ,20%,40%,0.102272727,9,$72 
Electronics -> Video Games -> Games -> Nintendo,8.56131E+11,New,B2BMarketplace,0.607142857,0.607142857,5.920614597,0.62962963,68,$472 ,14%,35%,0.607843137,62,$442 
Electronics -> Video Games -> Games -> Sony,8.56131E+11,New,B2BMarketplace,0.2,0.2,0.333333333,0.5,1,$3 ,12%,15%,,,
Home -> Vacuums,8.5656E+11,New,B2BMarketplace,0.034591195,0.087301587,0.053492485,0.139240506,11,"$1,276 ",58%,48%,0.148648649,11,"$1,276 "
Electronics -> Video Games -> Games -> Sony,8.59529E+11,New,B2BMarketplace,0.195121951,0.195121951,1.142857143,0.228571429,8,$108 ,23%,27%,0.2,6,$78 
Electronics -> Video Games -> Games -> Sony,8.59529E+11,New,B2BMarketplace,0.078947368,0.081081081,0.9,0.085714286,3,$15 ,8%,8%,0.1,3,$15 
Electronics -> Video Games -> Games -> Nintendo,8.59716E+11,New,B2BMarketplace,0.263888889,0.263888889,2.123529412,0.28358209,19,$162 ,21%,14%,0.212121212,14,$85 
Electronics -> Video Games -> Games -> Nintendo,8.59716E+11,New,B2BMarketplace,0.020408163,0.020408163,0.055555556,0.032258065,1,$10 ,25%,34%,0.043478261,1,$10 
Electronics -> Video Games -> Games -> Nintendo,8.6E+11,New,B2BMarketplace,0.041666667,0.041666667,0.105263158,0.068965517,2,$30 ,44%,31%,0.071428571,2,$30 
Electronics -> Video Games -> Games -> Nintendo,8.60001E+11,New,B2BMarketplace,0.571428571,0.571428571,0.8,2,4,$32 ,27%,20%,,,
Health & Beauty -> Oral Care,8.60002E+11,New,B2BMarketplace,0.218623482,0.428571429,0.350649351,0.580645161,54,$540 ,20%,12%,0.586956522,54,$540 
Electronics -> Video Games -> Games -> Nintendo,8.60004E+11,New,B2BMarketplace,0.027272727,0.027272727,0.375,0.029411765,3,$21 ,21%,14%,0.034090909,3,$21 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.60009E+11,New,B2BMarketplace,0.115942029,0.119047619,0.159904058,0.333333333,40,$600 ,21%,21%,0.347826087,40,$600 
Home -> Luggage,8.60009E+11,New,B2BMarketplace,0.033557047,0.033670034,0.067704807,0.083333333,10,$190 ,27%,27%,0.086956522,10,$190 
Electronics -> Video Games -> Games -> Sony,8.60009E+11,New,B2BMarketplace,0.125,0.125,0.43373494,0.285714286,6,$30 ,10%,25%,0.1,1,$5 
Electronics -> Video Games -> Games -> Sony,8.68458E+11,New,B2BMarketplace,0.2,0.2,0.333333333,0.5,1,$3 ,6%,5%,,,
Home -> Appliances -> Small Appliances -> Griddles & Skillets,8.72076E+11,New,B2BMarketplace,0.009803922,0.009803922,0.2,0.010309278,1,$22 ,26%,26%,0.011494253,1,$22 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.75376E+11,New,B2BMarketplace,0.011627907,0.011627907,0.016949153,0.037037037,1,$18 ,45%,45%,0.04,1,$18 
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad,8.80976E+12,New,B2BMarketplace,0.733333333,0.733333333,2.357142857,1.064516129,33,$66 ,17%,17%,1.5,33,$66 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",8.83049E+11,New,B2BMarketplace,0.050955414,0.050955414,1.333333333,0.052980132,8,$160 ,13%,22%,0.055555556,8,$160 
Home -> Appliances -> Accessories,8.83049E+11,New,B2BMarketplace,0.006410256,0.007936508,0.018181818,0.00990099,1,$30 ,38%,120%,0.011494253,1,$30 
Home -> Appliances -> Accessories,8.83049E+11,New,B2BMarketplace,0.02617801,0.03968254,0.075757576,0.04950495,5,$100 ,35%,35%,0.053191489,5,$100 
Home -> Appliances -> Accessories,8.83049E+11,New,B2BMarketplace,0.009478673,0.015873016,0.026143791,0.01980198,2,$40 ,36%,35%,0.02,2,$40 
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",8.83049E+11,New,B2BMarketplace,0.015463918,0.023809524,0.044334975,0.030927835,3,$66 ,39%,39%,0.034883721,3,$66 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83503E+11,New,B2BMarketplace,0.013157895,0.013157895,0.111111111,0.014925373,1,$10 ,37%,37%,0.017241379,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.83503E+11,New,B2BMarketplace,0.018518519,0.018518519,0.037037037,0.037037037,1,$15 ,27%,27%,0.045454545,1,$15 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83503E+11,New,B2BMarketplace,0.027777778,0.027777778,0.111111111,0.037037037,1,$14 ,50%,61%,0.04,1,$14 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.83503E+11,New,B2BMarketplace,0.044776119,0.045454545,0.191489362,0.056603774,3,$30 ,20%,33%,0.06122449,3,$30 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83503E+11,New,B2BMarketplace,0.019607843,0.019607843,0.041666667,0.037037037,1,$19 ,51%,38%,0.04,1,$19 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83503E+11,New,B2BMarketplace,0.012345679,0.014285714,0.018518519,0.012987013,1,$10 ,30%,40%,0.041666667,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83503E+11,New,B2BMarketplace,0.032258065,0.032258065,0.25,0.037037037,1,$12 ,40%,53%,0.045454545,1,$12 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.83504E+11,New,B2BMarketplace,0.013888889,0.013888889,0.1,0.016129032,1,$10 ,20%,20%,0.016949153,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83504E+11,New,B2BMarketplace,0.026666667,0.026666667,0.137931034,0.029850746,2,$20 ,20%,40%,0.034482759,2,$20 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.83504E+11,New,B2BMarketplace,0.016949153,0.016949153,0.166666667,0.018867925,1,$10 ,29%,40%,0.019607843,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Mens",8.83504E+11,New,B2BMarketplace,0.016949153,0.016949153,0.166666667,0.018867925,1,$10 ,40%,40%,0.019607843,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.83504E+11,New,B2BMarketplace,0.0125,0.0125,0.018867925,0.037037037,1,$8 ,27%,27%,0.041666667,1,$8 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.83586E+11,New,B2BMarketplace,0.01369863,0.01369863,0.016129032,0.090909091,1,$15 ,38%,38%,0.111111111,1,$15 
Movies & TV Media -> Blu-ray Discs,8.83929E+11,New,B2BMarketplace,0.047619048,0.048387097,0.090909091,0.103448276,3,$36 ,22%,15%,0.107142857,3,$36 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.181818182,0.19047619,Infinity,0.19047619,4,$24 ,30%,8%,0.4,4,$24 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.018691589,0.018867925,0.023809524,0.090909091,2,$4 ,3%,3%,0.111111111,2,$4 
Electronics -> Video Games -> Games -> Nintendo,8.8393E+11,New,B2BMarketplace,0.134146341,0.134146341,0.661202186,0.366666667,11,$129 ,29%,20%,0.310344828,9,$105 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.3,0.303030303,2.393617021,0.384615385,30,$147 ,8%,25%,0.447761194,30,$147 
Movies & TV Media -> DVD Discs,8.8393E+11,New,B2BMarketplace,0.01,0.01,0.5,0.010204082,1,$18 ,26%,26%,0.010526316,1,$18 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.043478261,0.043478261,0.047619048,0.5,1,$6 ,12%,10%,,,
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.070175439,0.076923077,0.266666667,0.142857143,4,$46 ,19%,19%,0.16,4,$46 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.333333333,0.333333333,0.4,2,4,$94 ,35%,34%,,,
Electronics -> Video Games -> Games -> Microsoft,8.8393E+11,New,B2BMarketplace,0.09375,0.095238095,0.6,0.113207547,6,$56 ,14%,18%,0.131578947,5,$35 
Movies & TV Media -> DVD Discs,8.8393E+11,New,B2BMarketplace,0.01,0.01,0.5,0.010204082,1,$25 ,26%,18%,0.010526316,1,$25 
Movies & TV Media -> Blu-ray Discs,8.8393E+11,New,B2BMarketplace,0.03,0.03,0.191489362,0.0375,3,$69 ,15%,16%,0.0375,3,$69 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.011299435,0.015873016,0.016949153,0.033898305,2,$16 ,16%,16%,0.034482759,2,$16 
Electronics -> Video Games -> Games -> Nintendo,8.8393E+11,New,B2BMarketplace,0.01754386,0.01754386,0.02173913,0.090909091,1,$9 ,45%,30%,0.1,1,$9 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.028571429,0.028571429,0.142857143,0.035714286,1,$8 ,11%,23%,0.045454545,1,$8 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.008695652,0.008695652,0.076923077,0.009803922,1,$15 ,15%,18%,0.011494253,1,$15 
Electronics -> Video Games -> Games -> Nintendo,8.8393E+11,New,B2BMarketplace,0.066666667,0.068181818,0.818181818,0.085714286,3,$100 ,48%,35%,0.09375,3,$100 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.032258065,0.032258065,0.333333333,0.035714286,1,$35 ,50%,71%,0.041666667,1,$35 
Electronics -> Video Games -> Games -> Microsoft,8.8393E+11,New,B2BMarketplace,0.032258065,0.032258065,0.333333333,0.035714286,1,$15 ,21%,22%,0.04,1,$15 
Electronics -> Video Games -> Games -> Sony,8.8393E+11,New,B2BMarketplace,0.254098361,0.254098361,0.935735151,0.3875,31,"$2,943 ",38%,38%,0.375,30,"$2,848 "
Electronics -> Video Games -> Games -> Nintendo,8.8393E+11,New,B2BMarketplace,0.083333333,0.086956522,0.142857143,0.222222222,2,$94 ,43%,43%,0.666666667,2,$94 
Electronics -> Video Games -> Games -> Nintendo,8.8393E+11,New,B2BMarketplace,0.076923077,0.078431373,0.222222222,0.181818182,4,$111 ,46%,46%,0.166666667,3,$81 
Electronics -> Video Games -> Games -> Sony,8.84095E+11,New,B2BMarketplace,0.081081081,0.081081081,0.9,0.085714286,3,$21 ,14%,12%,0.096774194,3,$21 
Electronics -> Video Games -> Games -> Sony,8.84095E+11,New,B2BMarketplace,0.018018018,0.018018018,0.666666667,0.018518519,2,$10 ,15%,15%,0.019607843,2,$10 
Electronics -> Video Games -> Games -> Microsoft,8.84095E+11,New,B2BMarketplace,0.053333333,0.053333333,0.470588235,0.059701493,4,$12 ,9%,4%,0.017241379,1,$3 
Electronics -> Video Games -> Games -> Sony,8.84095E+11,New,B2BMarketplace,0.081081081,0.081081081,1.5,0.085714286,3,$30 ,20%,25%,0.096774194,3,$30 
Electronics -> Video Games -> Games -> Sony,8.84095E+11,New,B2BMarketplace,0.020408163,0.020408163,0.071428571,0.028571429,1,$10 ,20%,20%,0.032258065,1,$10 
Baby -> Car Seats,8.84393E+11,New Damaged Box,B2BMarketplace,0.002212389,0.008928571,0.004,0.016949153,1,$18 ,31%,36%,0.01754386,1,$18 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.8441E+11,New,B2BMarketplace,0.006493506,0.032258065,0.25,0.037037037,1,$8 ,18%,18%,0.045454545,1,$8 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.8441E+11,New,B2BMarketplace,0.036363636,0.036363636,0.133333333,0.05,2,$24 ,48%,48%,0.054054054,2,$24 
Home -> Vacuums,8.85155E+11,New,B2BMarketplace,0.023188406,0.030651341,0.163682864,0.06557377,8,"$1,600 ",33%,33%,0.066115702,8,"$1,600 "
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",8.85178E+11,New,B2BMarketplace,0.068027211,0.079365079,0.217391304,0.099009901,10,$80 ,32%,32%,0.113636364,10,$80 
Electronics -> Computers -> Accessories -> Keyboards & Mice,8.85371E+11,New,B2BMarketplace,0.038461538,0.039215686,0.05,0.181818182,2,$50 ,22%,19%,0.25,2,$50 
Electronics -> Video Games -> Games -> Microsoft,8.85371E+11,New,B2BMarketplace,0.285714286,0.285714286,0.4,1,2,$20 ,20%,17%,,,
"Toys -> Vehicles, Trains & RC",8.85561E+11,New,B2BMarketplace,1.40625,1.40625,4.364224138,2.142857143,45,$675 ,60%,38%,2.8125,45,$675 
Home -> Kitchen & Dining,8.85837E+11,New,B2BMarketplace,0.041666667,0.041666667,0.25,0.05,1,$89 ,69%,82%,0.071428571,1,$89 
Electronics -> Computers -> Accessories -> Other,8.8591E+11,New,B2BMarketplace,0.040816327,0.041666667,0.090909091,0.074074074,2,$18 ,39%,38%,0.08,2,$18 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.86112E+11,New,B2BMarketplace,0.015384615,0.015384615,0.125,0.01754386,1,$15 ,38%,44%,0.018867925,1,$15 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.86112E+11,New,B2BMarketplace,0.01369863,0.01369863,0.016129032,0.090909091,1,$29 ,39%,48%,0.111111111,1,$29 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.86112E+11,New,B2BMarketplace,0.103825137,0.150793651,0.53880597,0.155737705,19,$399 ,57%,70%,0.155737705,19,$399 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.86112E+11,New,B2BMarketplace,0.018181818,0.018181818,0.055555556,0.027027027,1,$65 ,53%,50%,0.028571429,1,$65 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.86112E+11,New,B2BMarketplace,0.02,0.02,0.076923077,0.027027027,1,$35 ,96%,45%,0.028571429,1,$35 
Health & Beauty -> Bath & Body,8.87167E+11,New,B2BMarketplace,0.019607843,0.019607843,0.05,0.032258065,1,$29 ,32%,104%,0.034482759,1,$29 
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.035714286,0.035714286,0.142857143,0.047619048,1,$3 ,15%,4%,0.1,1,$3 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.285714286,0.285714286,0.5,0.666666667,2,$10 ,8%,8%,1,2,$10 
Electronics -> Video Games -> Games -> Nintendo,8.87256E+11,New,B2BMarketplace,0.02,0.02,0.020833333,0.5,1,$6 ,30%,24%,,,
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.090909091,0.090909091,0.5,0.111111111,1,$5 ,15%,15%,0.142857143,1,$5 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.307692308,0.793650794,0.570939195,0.869565217,100,$200 ,5%,4%,0.925925926,100,$200 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.75,0.75,1.44,2,6,$18 ,15%,6%,3,6,$18 
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.024390244,0.024390244,0.076923077,0.035714286,1,$5 ,10%,5%,0.045454545,1,$5 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.15,0.15,0.272727273,0.333333333,3,$15 ,10%,5%,0.375,3,$15 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.168350168,0.396825397,0.36900369,0.434782609,50,$100 ,7%,7%,0.462962963,50,$100 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.041666667,0.041666667,0.1,0.071428571,2,$8 ,20%,13%,0.08,2,$8 
Electronics -> Video Games -> Games -> Nintendo,8.87256E+11,New,B2BMarketplace,0.054794521,,0.96969697,0.0625,8,$48 ,30%,20%,0.06557377,8,$48 
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.020833333,0.020833333,0.038461538,0.045454545,1,$4 ,8%,7%,0.0625,1,$4 
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.285714286,0.285714286,1,0.666666667,2,$8 ,13%,8%,1,2,$8 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.857142857,0.857142857,1.5,2,6,$24 ,8%,8%,3,6,$24 
Electronics -> Video Games -> Games -> Nintendo,8.87256E+11,New,B2BMarketplace,0.285714286,0.285714286,0.444444444,1,2,$10 ,23%,25%,,,
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.117647059,0.117647059,0.818181818,0.193548387,6,$83 ,21%,21%,0.206896552,6,$83 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.113636364,0.11627907,0.15625,2.5,5,$100 ,40%,29%,,,
Electronics -> Video Games -> Games -> Nintendo,8.87256E+11,New,B2BMarketplace,0.214285714,0.214285714,0.28125,1.5,3,$15 ,25%,25%,,,
Electronics -> Video Games -> Games -> Sony,8.87256E+11,New,B2BMarketplace,0.096153846,0.096153846,0.148809524,0.555555556,5,$40 ,13%,40%,0.25,2,$10 
Electronics -> Video Games -> Games -> Microsoft,8.87256E+11,New,B2BMarketplace,0.076923077,0.076923077,0.090909091,0.5,1,$3 ,5%,15%,,,
Electronics -> Video Games -> Games -> Nintendo,8.87256E+11,New,B2BMarketplace,0.136363636,0.136363636,0.257142857,0.75,3,$33 ,18%,37%,,,
Electronics -> Computers -> Accessories -> Other,8.87263E+11,New,B2BMarketplace,0.167910448,,0.308219178,0.368852459,45,$45 ,7%,7%,0.398230088,45,$45 
Home -> Vacuums,8.87277E+11,New,B2BMarketplace,0.049180328,0.049180328,0.214285714,0.066666667,3,$300 ,30%,30%,0.3,3,$300 
Home -> Vacuums,8.87277E+11,New,B2BMarketplace,0.125,0.137254902,0.671232877,0.155555556,7,$700 ,43%,50%,0.7,7,$700 
Electronics -> Cellular Phones -> Accessories -> Other,8.87277E+11,New,B2BMarketplace,0.021276596,0.021276596,0.05,0.037037037,1,$9 ,23%,23%,0.045454545,1,$9 
"Clothing, Shoes & Accessories -> Shoes -> Womens",8.87351E+11,New,B2BMarketplace,0.017241379,0.017241379,0.2,0.018867925,1,$10 ,40%,40%,0.019607843,1,$10 
Electronics -> Computers -> Accessories -> Other,8.87771E+11,New,B2BMarketplace,0.511111111,,0.93877551,1.131147541,138,$276 ,4%,4%,1.221238938,138,$276 
Electronics -> Computers -> Accessories -> Other,8.87942E+11,New,B2BMarketplace,0.252525253,,0.517288946,0.614754098,75,$150 ,10%,10%,0.663716814,75,$150 
Baby -> Health & Safety,8.87961E+11,New Damaged Box,B2BMarketplace,0.01754386,0.017857143,0.333333333,0.018867925,1,$49 ,35%,43%,0.019230769,1,$49 
"Toys -> Vehicles, Trains & RC",8.87962E+11,New,B2BMarketplace,0.441860465,0.441860465,1.157051282,2.375,19,$418 ,44%,34%,0.857142857,6,$132 
"Toys -> Vehicles, Trains & RC",8.87962E+11,New,B2BMarketplace,0.666666667,0.666666667,Infinity,0.666666667,2,$58 ,58%,41%,1,2,$58 
"Toys -> Vehicles, Trains & RC",8.87962E+11,New,B2BMarketplace,0.028169014,0.028571429,0.666666667,0.029850746,2,$28 ,40%,40%,0.034482759,2,$28 
Toys -> Dolls,8.87962E+11,New,B2BMarketplace,0.016129032,0.016129032,0.111111111,0.018867925,1,$17 ,34%,34%,0.02,1,$17 
Toys -> Dolls,8.87962E+11,New,B2BMarketplace,0.111111111,0.111111111,0.733333333,0.130952381,11,$110 ,31%,87%,0.152777778,11,$110 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.88183E+11,New,B2BMarketplace,0.019607843,0.019607843,0.029850746,0.057142857,2,$40 ,31%,31%,0.068965517,2,$40 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",8.88183E+11,New,B2BMarketplace,0.015384615,0.015384615,0.125,0.01754386,1,$20 ,50%,36%,0.019607843,1,$20 
